student_name,branch,year,cgpa,coding_skills,dsa_score,ml_knowledge,frontend_skill,backend_skill,database_skill,cloud_computing,devops_skill,cybersecurity_skill,embedded_c,microcontrollers,arduino_skill,raspberry_pi_skill,rtos_knowledge,embedded_linux,firmware_development,device_drivers,digital_electronics,analog_electronics,pcb_design,circuit_design,vlsi_knowledge,verilog_vhdl,fpga_skill,iot_knowledge,sensor_integration,wireless_protocols,mqtt_protocol,edge_computing,robotics_skill,computer_vision,control_systems,ros_knowledge,communication_skills,leadership_score,problem_solving,teamwork_score,presentation_skill,innovation_score,projects_count,internships,preferred_role
Anirudh L. Chatterjee,Mechanical,2,6.99,77,90,13,0,78,47,54,45,91,27,31,45,7,20,35,18,13,10,21,11,6,22,34,32,34,27,17,32,12,0,22,25,0,60,67,44,53,27,27,4,2,Cybersecurity Analyst
Riya V. Kulkarni,Data Science,3,6.51,62,52,84,16,8,92,67,15,22,18,19,6,19,33,31,48,55,23,22,21,5,58,1,11,34,21,0,43,10,24,50,18,0,46,60,41,55,37,28,7,3,ML Engineer
Vidya V. Nambiar,EEE,2,7.19,85,0,3,29,30,30,40,46,31,86,62,43,0,62,50,56,64,60,22,77,70,41,64,0,27,1,36,9,21,22,0,29,34,49,76,21,68,30,11,3,2,Embedded Engineer
Aakash G. Kulkarni,AI&DS,2,7.55,61,74,19,93,77,72,41,42,24,21,6,35,18,30,30,29,36,7,32,3,4,42,30,45,27,57,38,4,16,47,28,7,0,41,52,64,65,17,48,5,0,Full Stack Developer
Pranavi M. Joshi,ECE,2,6.99,63,23,13,21,34,15,36,26,24,61,60,66,0,9,47,41,37,11,47,30,26,37,17,0,71,73,28,27,18,74,61,50,73,77,46,39,53,38,27,6,1,Robotics Engineer
Ishita T. Srinivasan,Civil,1,6.99,87,30,0,17,35,47,10,13,40,53,26,15,25,27,12,22,71,84,76,48,72,68,97,84,10,12,20,14,27,8,40,63,36,69,78,23,44,59,32,4,0,VLSI Engineer
Sandeep C. Varma,AI&DS,3,7.34,62,62,0,34,48,27,72,38,89,63,19,0,26,26,0,41,46,21,29,14,15,63,29,51,34,8,40,18,29,39,6,0,23,78,52,54,67,48,21,4,1,Cybersecurity Analyst
Atharv S. Arora,CSE,1,6.92,89,59,29,82,60,93,47,72,10,34,36,25,18,31,0,28,26,27,34,27,11,32,21,4,0,0,24,38,29,0,18,35,44,44,54,57,74,35,28,5,2,Full Stack Developer
Rahul D. Koppula,AI,4,7.11,63,42,38,12,21,23,16,9,33,69,54,44,36,25,13,24,29,0,30,23,0,46,20,29,36,65,36,30,5,59,65,43,60,22,77,46,41,18,35,6,3,Robotics Engineer
Divya G. Saladi,Civil,1,6.71,72,27,39,27,39,26,13,27,25,64,77,30,30,58,58,93,79,61,51,70,53,49,15,25,53,41,12,17,28,1,27,48,15,63,44,57,45,41,46,3,2,Embedded Engineer
Lakshya A. Khanna,Civil,3,7.39,85,51,12,35,47,25,20,52,8,87,84,77,48,41,59,85,74,97,64,58,75,28,1,42,33,30,30,47,23,10,32,16,75,38,49,42,71,30,37,4,3,Embedded Engineer
Advait R. Mehta,IT,2,6.51,61,11,44,12,0,44,32,44,23,67,12,0,11,45,29,30,41,75,62,31,71,75,74,56,44,9,0,17,22,32,13,42,36,32,52,10,56,25,32,0,3,VLSI Engineer
Darshan A. Prasad,AI,2,7.06,59,77,18,34,65,71,65,72,77,39,35,43,28,2,23,11,19,26,14,41,28,27,15,19,30,43,25,19,45,35,12,50,36,59,75,69,92,34,36,4,1,Backend Developer
Sai R. Ahmed,IT,3,7.22,74,85,21,17,84,77,69,81,51,16,23,7,31,47,49,15,34,32,24,41,23,30,16,34,0,10,12,27,53,36,0,9,38,53,44,37,87,27,6,7,2,Backend Developer
Pallavi T. Kompella,CSBS,1,7.2,80,34,41,16,89,81,77,87,57,13,13,14,2,32,14,29,27,30,44,36,0,48,37,10,38,39,32,25,22,17,29,36,15,41,35,35,79,13,33,3,0,Cloud Engineer
Bhargav H. Iqbal,AI,2,6.94,62,74,80,6,32,62,36,27,0,16,35,22,31,25,11,0,16,5,30,4,20,5,16,43,0,36,14,45,6,38,74,0,12,62,63,62,72,31,12,5,2,ML Engineer
Vihaan D. Bhat,EEE,2,6.87,91,31,16,29,31,37,9,5,22,93,83,47,26,50,38,75,77,66,47,36,97,0,27,15,16,46,31,8,13,24,31,19,12,45,43,39,67,16,29,4,1,Embedded Engineer
Lakshmi S. Iqbal,AI&DS,3,6.73,80,54,78,46,21,75,47,7,0,21,26,23,36,33,10,8,0,19,45,26,17,10,16,24,0,31,22,28,19,15,79,0,43,52,78,60,76,32,24,5,1,ML Engineer
Karan L. Joshi,Mechanical,3,6.67,71,95,53,0,37,100,35,31,14,12,36,15,7,22,22,17,11,15,43,33,24,27,17,24,32,10,0,37,20,0,75,29,30,64,84,54,65,33,44,6,3,ML Engineer
Nandini M. Bose,IT,4,7.06,100,72,10,56,84,60,50,50,28,36,18,22,34,28,45,2,16,0,21,14,0,20,9,35,23,22,27,27,44,15,34,14,51,48,75,72,50,27,26,5,2,Full Stack Developer
Sahana S. More,AI,4,7.22,57,66,35,28,66,67,53,59,80,26,5,30,11,30,30,0,46,35,29,28,10,31,37,15,22,44,60,26,75,23,25,16,18,63,68,48,68,14,35,5,3,Cybersecurity Analyst
Darshan V. Nayak,CSE,3,6.68,52,65,6,78,91,75,54,44,1,16,15,25,12,1,16,28,42,0,0,19,12,1,0,7,24,13,3,37,38,28,45,24,5,63,68,50,48,25,31,4,1,Full Stack Developer
Navya N. Banerjee,AI,2,6.94,72,66,37,12,71,57,59,42,36,20,35,1,35,41,33,0,7,10,28,28,3,41,26,16,41,38,20,18,29,35,26,30,19,63,73,75,60,49,41,4,2,Backend Developer
Karthik L. Rao,ECE,2,7.26,87,5,4,19,29,25,35,27,35,70,47,76,4,44,44,48,30,26,42,21,19,36,33,36,73,70,31,13,42,76,51,74,71,73,79,12,69,43,45,6,2,Robotics Engineer
Kavya P. Gupta,Civil,4,7.14,81,37,24,20,0,12,42,5,11,65,23,24,11,6,13,21,46,96,71,51,85,73,73,96,36,26,39,16,32,22,39,43,20,72,55,26,99,53,41,7,2,VLSI Engineer
Kavya N. Banerjee,Civil,4,7.52,91,41,29,25,59,22,25,39,26,82,59,61,33,16,56,16,36,20,36,29,33,20,40,28,77,63,35,25,14,74,71,73,64,49,81,54,64,38,32,6,2,Robotics Engineer
Vedant B. Nayak,Mechanical,3,7.32,86,18,15,12,22,22,27,4,30,88,73,53,45,29,47,15,29,49,20,26,31,38,51,9,69,70,58,91,30,28,42,34,1,53,59,32,69,18,60,5,2,IoT Engineer
Ayush C. Verma,ECE,3,6.59,69,0,23,19,33,40,22,14,54,45,19,2,24,25,15,5,32,67,75,46,72,95,66,71,13,19,64,12,36,28,21,50,10,66,52,20,43,8,31,7,1,VLSI Engineer
Vishal H. Chatterjee,Mechanical,2,6.84,86,70,19,84,84,88,48,58,39,35,40,17,13,27,21,29,22,22,69,3,35,37,4,24,23,46,12,9,23,22,27,23,34,64,51,61,72,34,49,5,1,Full Stack Developer
Veda A. Shetty,CSE,4,7.51,77,21,51,34,20,37,19,13,6,72,7,20,0,55,24,12,31,74,74,66,74,55,72,66,47,40,14,33,18,37,48,59,27,51,48,19,93,8,35,5,2,VLSI Engineer
Vedant D. Sharma,CSBS,3,7.47,62,100,37,27,72,71,73,62,82,0,24,32,31,20,20,24,7,24,5,36,8,48,22,33,35,9,43,23,16,25,18,31,31,46,45,89,80,4,30,3,2,Cybersecurity Analyst
Akhil V. Nambiar,EEE,1,7.09,66,35,36,23,0,0,18,39,29,64,74,46,74,28,48,11,15,16,35,35,28,11,0,22,81,56,60,86,36,20,18,35,34,98,40,33,59,52,8,6,2,IoT Engineer
Sanjana T. Bose,CSBS,2,7.12,69,86,30,23,54,56,67,50,76,35,39,3,5,33,0,36,34,21,28,6,44,35,12,21,15,23,16,15,40,0,39,29,1,35,64,54,40,28,29,4,1,Cybersecurity Analyst
Samarth S. Bhat,IT,4,7.43,58,6,15,28,54,51,54,78,54,28,16,52,12,33,11,32,10,31,37,8,22,28,47,51,47,50,10,35,12,7,2,3,6,57,38,20,68,35,21,8,2,Cloud Engineer
Tejaswini V. Verma,EEE,4,7.02,60,47,8,18,36,25,22,47,18,76,3,18,21,16,53,14,79,49,81,38,68,78,81,61,16,22,31,6,32,15,0,72,18,53,86,30,67,46,28,5,3,VLSI Engineer
Aparna B. Khan,Mechanical,3,7.04,80,9,30,36,20,30,24,3,35,77,74,48,34,33,92,65,68,86,60,53,67,20,24,27,15,16,10,30,30,35,27,5,24,25,77,14,49,20,23,4,2,Embedded Engineer
Varun H. Atluri,Data Science,1,7.01,69,25,16,33,42,36,32,30,32,71,83,75,2,20,16,0,12,29,8,19,25,25,30,10,50,44,5,4,14,65,61,76,76,68,74,37,39,47,37,2,1,Robotics Engineer
Ishaan N. Saha,CSBS,3,6.89,66,84,35,71,66,73,40,37,20,16,12,23,45,13,8,26,42,13,30,10,13,22,24,11,0,34,19,3,15,3,35,9,36,57,82,72,58,29,32,6,2,Full Stack Developer
Karan V. Chakraborty,CSE,3,7.2,57,87,0,54,61,57,46,67,28,50,18,32,0,38,29,36,6,1,13,10,26,15,36,10,25,33,7,9,17,17,16,16,0,60,56,89,51,26,43,5,1,Full Stack Developer
Saiya K. Bose,AI&DS,4,7.4,72,16,15,14,23,20,49,8,34,92,63,26,27,0,36,6,48,11,30,35,42,25,0,41,61,58,37,19,26,82,73,94,100,75,58,32,75,38,14,8,2,Robotics Engineer
Tarun A. Iyengar,CSE,1,6.68,64,62,18,53,81,74,50,58,21,42,12,36,43,34,2,29,51,18,32,35,1,17,0,29,38,0,28,1,0,0,33,18,9,30,56,41,55,11,34,5,2,Full Stack Developer
Yuvan H. Nayak,ECE,3,7.27,88,22,5,24,31,15,25,29,49,47,67,22,18,67,59,64,60,61,51,42,71,0,18,15,21,22,48,1,35,0,40,32,20,68,60,32,32,28,21,4,3,Embedded Engineer
Yamini P. Pillai,AI,2,6.96,81,87,86,32,7,79,73,16,25,4,18,38,38,20,17,10,19,0,4,22,25,22,36,18,36,38,43,37,43,23,60,63,51,80,32,61,82,36,56,7,0,ML Engineer
Meghana K. Jadhav,AI&DS,2,6.44,71,73,39,25,69,78,44,40,71,40,14,30,23,52,7,14,44,18,24,14,16,53,12,40,2,19,66,29,51,21,24,0,52,41,33,60,66,29,19,2,0,Backend Developer
Vihaan D. Satyanarayana,AI&DS,1,6.54,68,69,41,0,80,61,40,42,29,46,4,31,0,11,25,15,8,26,35,24,7,35,21,4,3,29,5,28,0,20,14,20,15,85,28,41,60,39,13,1,2,Backend Developer
Aditya P. Jadhav,EEE,1,6.28,57,63,65,38,0,77,38,33,21,10,12,28,21,3,44,26,19,18,38,0,20,23,47,10,14,40,30,45,18,36,81,0,17,60,78,42,36,32,17,4,1,ML Engineer
Vidya D. Satyanarayana,EEE,4,6.73,56,0,26,13,35,22,5,5,31,30,38,53,21,14,16,3,3,22,6,17,13,1,9,0,64,57,0,19,35,72,77,83,56,87,52,23,47,49,12,7,2,Robotics Engineer
Kiara V. Ranganathan,EEE,1,7.24,60,36,23,20,60,54,32,61,88,55,20,22,19,33,30,32,3,35,3,30,16,11,23,38,3,39,11,14,5,0,34,26,34,48,59,33,70,28,19,3,2,Cybersecurity Analyst
Rohit H. Chakraborty,EEE,2,6.42,75,23,22,49,33,28,34,9,43,82,82,54,27,38,57,78,78,64,65,44,84,21,25,34,11,5,13,12,11,21,5,20,13,77,94,37,96,7,22,2,1,Embedded Engineer
Tejas V. Singh,EEE,2,7.35,77,26,33,45,0,25,16,31,27,54,10,5,20,21,21,19,30,81,60,68,66,58,64,64,34,0,34,9,45,24,19,50,36,58,25,37,65,39,29,7,2,VLSI Engineer
Sahana M. Venkatesh,CSBS,2,7.39,73,62,28,7,81,99,65,60,60,24,24,17,2,18,18,25,8,23,11,25,5,19,31,29,29,17,51,25,29,38,7,3,30,56,59,60,95,4,29,4,1,Backend Developer
Suraj R. Naik,CSBS,2,6.77,65,67,18,16,75,85,74,38,60,11,29,19,7,19,9,15,28,42,12,47,26,12,17,19,9,1,2,12,27,30,16,22,16,27,50,50,69,15,20,5,2,Backend Developer
Kiara C. Malhotra,AI,4,6.09,58,22,0,24,45,47,58,58,40,1,18,32,14,0,6,0,16,0,35,47,0,24,2,0,26,2,26,26,27,19,5,4,17,60,56,0,61,43,0,5,4,Cloud Engineer
Tejaswini U. Satyanarayana,Civil,4,6.66,67,29,39,35,46,32,15,39,24,57,62,34,40,8,56,34,27,33,38,44,36,19,19,34,82,58,65,66,69,24,8,21,48,56,84,53,68,3,36,6,1,IoT Engineer
Radhika J. Babu,CSE,2,6.92,63,44,35,31,44,48,21,64,39,100,73,59,21,48,61,86,42,74,53,46,76,32,24,0,29,23,51,17,62,5,6,22,0,52,72,27,60,39,35,5,2,Embedded Engineer
Vedant G. Kompella,Data Science,4,6.88,59,69,82,31,51,67,53,26,28,2,34,5,25,21,25,0,20,26,30,39,23,19,31,0,25,0,0,6,12,39,57,10,29,38,75,38,75,29,33,5,1,ML Engineer
Rhea B. Gupta,AI,2,6.79,68,35,19,22,9,5,33,47,11,30,33,13,25,20,24,7,48,79,61,63,72,75,84,65,37,18,39,46,32,12,7,29,32,40,46,33,51,24,23,7,1,VLSI Engineer
Anjali C. Kulkarni,Civil,4,7.14,46,22,25,0,41,28,3,33,0,43,5,27,58,28,35,25,32,56,83,72,81,53,54,57,39,34,6,25,18,0,25,45,28,59,79,15,49,39,16,5,2,VLSI Engineer
Kiara V. Desai,AI,1,6.96,87,95,94,42,27,89,46,41,29,13,0,12,1,10,33,3,39,39,23,20,21,39,67,17,0,22,55,31,7,21,88,37,41,84,32,78,57,39,57,5,2,ML Engineer
Sahana J. Rao,EEE,4,6.91,56,92,40,48,74,68,55,43,18,4,26,21,0,20,22,50,16,0,44,9,37,0,21,44,35,0,28,23,0,14,24,31,0,61,100,60,51,28,10,7,2,Full Stack Developer
Bhavya M. Prasad,CSE,1,7.09,96,22,3,17,18,13,39,41,18,56,37,17,30,11,32,22,71,75,87,47,59,66,75,74,25,3,1,14,21,36,41,72,9,51,32,49,27,33,33,2,2,VLSI Engineer
Sahana A. Kompella,CSBS,4,6.59,65,3,7,19,0,23,18,14,38,67,58,32,9,47,36,40,64,83,59,48,77,26,43,28,12,15,22,29,0,51,4,6,35,38,88,25,91,23,12,8,1,Embedded Engineer
Tejas R. Qureshi,CSE,1,7.17,75,51,0,44,25,25,13,31,22,83,53,54,46,34,39,70,82,61,78,46,68,37,41,37,23,23,18,39,17,44,44,39,45,59,79,67,60,41,50,3,2,Embedded Engineer
Veda M. Gadde,Mechanical,3,7.21,82,51,8,45,34,5,21,27,27,96,83,56,48,40,48,75,45,86,46,58,77,23,6,19,46,18,32,26,0,11,6,6,31,56,69,54,74,44,44,5,2,Embedded Engineer
Ishaan G. Koppula,Mechanical,1,6.64,63,31,30,1,42,0,0,8,2,76,73,47,40,15,41,0,30,34,0,36,25,22,35,33,62,59,63,57,40,11,34,41,36,55,69,34,59,34,36,2,1,IoT Engineer
Suraj V. Babu,ECE,3,7.35,74,38,30,25,11,0,20,27,33,78,52,34,41,44,41,19,9,50,3,28,37,40,18,3,68,65,66,79,67,23,25,23,15,83,56,54,48,23,35,7,2,IoT Engineer
Siddharth C. Raju,CSBS,1,7.04,88,64,18,47,68,54,69,35,53,27,0,12,8,32,0,38,33,0,24,20,0,19,25,7,16,20,19,0,12,9,32,22,21,45,60,64,73,0,38,3,1,Backend Developer
Aarav A. Mehta,Civil,1,6.58,62,9,37,42,14,61,34,24,10,30,22,27,16,12,10,27,63,70,57,77,59,62,77,67,28,15,13,18,0,16,44,38,3,73,80,18,44,58,29,3,1,VLSI Engineer
Vishal D. Nandi,CSBS,3,6.41,79,58,7,35,58,67,49,46,63,19,22,22,23,11,23,56,39,19,4,12,4,28,19,21,0,13,17,30,8,20,7,29,17,64,37,57,57,52,22,8,2,Cybersecurity Analyst
Manish G. Arora,AI&DS,1,6.31,77,26,8,30,29,8,18,25,6,64,27,46,17,28,10,0,17,1,24,35,34,23,47,22,57,55,44,0,37,60,57,88,69,47,4,21,67,37,32,3,0,Robotics Engineer
Varun C. Sinha,AI,3,7.06,90,79,35,20,87,57,45,53,88,26,4,41,40,34,53,4,0,20,30,5,0,50,36,42,20,42,6,14,18,21,21,31,11,39,63,62,52,23,19,8,2,Cybersecurity Analyst
Ishita N. Iyengar,EEE,1,6.95,77,22,31,29,15,6,23,33,25,34,31,19,19,21,40,10,36,48,80,50,85,80,80,78,0,39,22,31,50,22,25,71,11,38,32,38,67,23,27,4,1,VLSI Engineer
Aakash H. Murthy,ECE,2,7.16,88,31,8,44,47,36,13,32,14,80,82,62,51,10,65,30,35,30,35,18,47,18,16,7,57,64,66,90,57,20,40,39,30,31,70,42,56,15,41,4,1,IoT Engineer
Saiya N. Koppula,IT,3,7.01,78,88,31,92,70,47,53,57,21,26,2,13,15,40,19,21,28,38,48,48,21,0,3,22,26,13,24,22,20,16,28,15,23,59,45,75,79,32,37,6,2,Full Stack Developer
Aditya J. Satyanarayana,AI&DS,3,7.52,71,5,35,49,19,52,47,23,0,52,47,41,38,23,20,58,35,18,32,18,14,13,3,31,85,63,37,8,21,81,72,72,68,59,79,37,81,39,7,6,2,Robotics Engineer
Harini J. Gadde,EEE,2,6.51,65,27,8,21,30,13,6,20,0,44,33,10,15,10,44,16,66,50,75,57,73,72,76,67,29,24,0,19,22,24,6,27,40,50,60,33,58,37,39,7,1,VLSI Engineer
Kiara L. Khanna,AI&DS,2,6.83,52,69,10,3,58,47,67,55,54,0,27,13,23,3,0,33,33,34,7,38,35,7,55,29,11,15,19,0,11,37,6,17,31,53,70,61,65,20,24,5,1,Cybersecurity Analyst
Arjun Y. Reddy,Civil,2,6.47,86,48,45,20,62,75,48,61,67,10,40,28,8,0,13,30,9,22,20,20,28,11,15,13,39,45,40,14,23,10,0,18,14,49,57,60,47,43,25,3,1,Backend Developer
Darshan M. Banerjee,Mechanical,4,7.48,74,44,51,16,28,51,32,31,28,100,63,56,14,43,31,41,38,22,27,23,32,40,34,3,38,58,10,15,18,81,51,78,76,61,61,50,75,61,44,7,2,Robotics Engineer
Krishna A. Chakraborty,IT,2,6.5,65,12,29,48,12,57,4,0,17,68,48,34,12,48,7,10,24,27,23,9,39,44,24,21,51,25,52,39,20,81,58,61,70,26,59,29,38,0,45,3,2,Robotics Engineer
Anika J. Krishnamurthy,Data Science,3,7.15,84,66,60,20,37,90,50,18,12,22,43,0,8,4,0,15,38,0,29,20,9,1,24,18,19,46,0,0,14,36,86,11,19,57,40,63,53,38,44,6,1,ML Engineer
Tejas D. Chakraborty,CSBS,2,6.69,72,71,10,20,78,82,53,54,45,0,24,9,0,26,35,31,0,24,20,18,2,34,23,19,51,24,11,40,37,13,27,18,12,55,83,63,67,25,55,4,3,Backend Developer
Madhuri U. Patil,ECE,2,7.03,51,75,20,35,66,82,77,63,75,4,25,0,26,11,18,19,26,23,0,0,27,31,37,21,18,19,4,14,35,29,49,0,0,65,44,49,86,14,50,4,2,Cybersecurity Analyst
Advait G. Pillai,Data Science,4,7.61,76,15,46,21,19,14,17,43,0,49,22,34,24,15,14,19,92,74,93,32,51,86,63,72,17,34,38,33,7,42,0,55,3,40,78,27,62,18,27,7,3,VLSI Engineer
Ishita J. Sen,CSBS,3,7.52,70,25,0,28,45,20,24,2,19,65,75,44,46,80,62,70,67,76,36,55,57,35,0,39,6,49,42,13,19,36,20,23,30,42,100,39,48,27,21,7,1,Embedded Engineer
Tanvi D. Kompella,CSBS,2,7.52,93,64,43,80,57,64,59,93,39,14,39,10,50,36,26,53,16,9,34,54,30,30,32,5,49,18,0,31,21,20,71,44,41,71,46,67,45,18,46,3,2,Full Stack Developer
Viniya D. Naidu,ECE,1,7.09,50,11,19,25,9,8,2,21,24,80,65,38,52,24,48,25,0,0,10,32,36,22,54,17,81,81,57,69,68,10,4,14,20,77,78,27,36,56,23,4,2,IoT Engineer
Meghana D. Prasad,IT,3,7.3,78,30,25,12,0,0,12,21,23,65,82,49,66,2,61,28,2,0,34,2,9,14,0,13,84,70,83,73,40,13,3,23,28,42,38,22,61,31,0,5,3,IoT Engineer
Yash P. Dutta,ECE,4,7.33,51,22,39,16,67,29,57,79,66,57,15,27,44,1,33,18,18,0,43,25,9,13,0,13,20,3,11,5,12,32,7,6,9,52,88,25,83,24,9,7,3,Cloud Engineer
Sneha R. Bose,EEE,1,6.7,73,2,27,29,18,19,0,30,16,50,87,74,11,53,57,89,54,58,51,58,67,13,41,18,41,20,17,28,15,28,1,19,12,61,17,20,64,30,27,6,0,Embedded Engineer
Navya L. Singh,Mechanical,1,6.68,66,0,30,9,19,20,16,11,25,56,61,51,21,47,33,93,62,73,56,49,68,0,0,2,38,22,5,31,45,17,23,0,25,48,63,12,63,33,29,6,1,Embedded Engineer
Amrita G. Iqbal,AI&DS,3,7.62,90,91,19,37,97,78,54,69,96,44,17,40,37,44,8,39,42,48,41,7,25,6,29,35,13,28,30,33,32,7,13,24,33,48,100,71,67,12,40,5,2,Backend Developer
Bhargav A. Qureshi,IT,2,7.1,72,72,48,44,89,94,65,42,35,49,18,23,0,20,48,58,28,16,31,0,28,24,44,14,0,27,47,27,49,35,29,29,37,66,59,50,79,29,9,3,1,Backend Developer
Keerthana M. Sen,AI&DS,4,7.19,77,74,40,11,92,100,90,48,65,30,48,29,39,49,21,37,35,38,20,35,37,0,1,25,29,22,25,20,30,20,21,45,18,36,80,70,68,18,48,6,3,Backend Developer
Diya R. Shetty,AI&DS,4,6.95,80,23,21,36,28,39,18,0,22,69,58,36,14,25,6,3,45,1,31,54,9,35,26,56,46,45,18,14,0,85,82,81,80,44,53,38,73,36,35,6,2,Robotics Engineer
Neha B. Babu,ECE,4,7.24,82,47,32,56,35,27,0,0,26,63,36,74,8,6,2,23,29,5,16,28,36,15,17,42,54,47,40,16,27,83,74,78,76,44,83,32,81,20,23,8,2,Robotics Engineer
Lakshya T. Sharma,CSBS,4,7.07,65,0,26,28,16,41,14,23,36,40,81,48,36,31,67,5,22,45,7,21,40,23,18,11,45,80,81,76,74,10,17,33,16,65,63,16,54,35,29,9,3,IoT Engineer
Dhruv C. Nayak,Data Science,3,7.01,86,0,46,12,18,0,0,5,8,66,50,49,16,31,35,22,10,1,29,30,0,33,13,0,26,46,6,34,3,75,57,53,69,59,82,30,39,27,43,5,1,Robotics Engineer
Divya H. Naik,AI,2,6.94,47,56,34,29,13,22,0,23,4,61,12,30,39,29,39,35,81,70,77,46,69,71,55,87,21,0,50,6,16,16,37,44,5,31,50,50,58,9,42,5,2,VLSI Engineer
Ishaan M. Nayak,Mechanical,2,7.24,88,0,16,29,38,42,44,15,6,69,81,68,47,29,57,0,28,23,34,18,27,21,31,9,68,83,68,83,44,3,0,17,33,72,55,23,62,17,22,5,2,IoT Engineer
Amrita V. Chowdary,AI&DS,1,6.97,60,62,59,26,38,51,72,33,38,0,33,24,12,8,38,16,27,55,12,43,9,28,26,31,10,56,25,17,28,17,60,16,1,49,13,44,51,37,51,3,0,ML Engineer
Saiya R. Das,ECE,3,6.73,42,14,14,45,35,38,21,29,0,63,22,38,56,25,4,55,62,49,85,39,71,53,65,71,20,25,28,9,21,19,1,66,41,76,49,15,84,26,15,5,2,VLSI Engineer
Siddharth P. Raju,Mechanical,3,7.17,44,66,21,34,17,15,16,21,28,80,41,46,12,37,31,31,47,37,34,21,0,8,37,12,56,97,51,15,0,60,65,65,66,67,36,56,57,48,40,4,2,Robotics Engineer
Eesha N. Qureshi,EEE,1,7.31,92,34,34,1,21,23,22,0,24,56,64,95,9,22,7,40,45,19,10,3,37,23,27,29,50,64,3,6,41,56,60,92,66,37,76,30,48,9,0,2,0,Robotics Engineer
Priya U. Roy,CSBS,1,6.65,63,5,8,30,40,41,84,79,44,0,26,9,29,15,25,32,16,10,6,3,19,32,10,8,9,13,5,24,8,31,12,28,8,62,61,0,39,24,18,1,1,Cloud Engineer
Sowmya N. Peddireddy,Data Science,1,7.27,70,97,78,27,31,45,77,28,21,45,14,11,9,26,30,39,26,0,30,10,33,21,43,41,18,9,58,48,27,29,79,13,15,50,29,73,79,31,57,1,0,ML Engineer
Manish Y. Shetty,Civil,1,6.18,67,22,16,23,84,38,47,68,51,24,21,13,23,15,17,15,21,17,14,47,19,14,23,20,20,32,42,31,26,1,11,23,37,48,43,33,48,31,23,2,1,Cloud Engineer
Varsha K. Joshi,EEE,4,7.35,56,0,39,40,70,47,62,70,66,8,19,0,10,34,13,26,6,15,11,45,17,30,30,0,0,29,11,31,24,19,32,46,22,40,55,31,61,32,0,7,2,Cloud Engineer
Lakshmi V. Shetty,ECE,1,7.45,75,87,22,44,81,62,87,56,50,27,19,26,38,21,65,17,29,0,24,11,8,15,16,43,19,47,8,47,4,35,15,44,10,56,51,77,65,31,61,1,1,Backend Developer
Dhruv J. Kapoor,AI,4,7.09,45,72,34,47,63,76,64,64,4,12,3,19,17,23,10,10,22,14,0,27,14,29,14,37,17,18,45,19,15,30,11,25,36,66,55,49,75,43,41,6,2,Full Stack Developer
Anjali H. Sen,Mechanical,4,7.44,91,37,7,32,60,57,25,39,35,94,80,56,81,46,56,27,42,10,0,16,57,18,19,13,76,73,78,72,54,50,10,41,0,59,71,41,75,20,51,6,3,IoT Engineer
Niharika S. Venkatesh,CSBS,3,6.73,81,46,45,9,64,75,58,52,66,16,46,16,21,36,28,27,0,29,33,26,7,12,24,30,22,0,10,13,4,34,4,15,7,33,72,31,69,32,25,6,2,Backend Developer
Siddharth M. Chowdary,ECE,1,7.12,68,0,48,14,66,48,68,73,68,8,15,16,21,21,38,21,40,10,28,21,7,21,12,25,32,16,5,10,26,19,33,20,28,47,49,16,57,19,17,2,0,Cloud Engineer
Shruthi T. Naidu,Data Science,2,6.85,64,74,77,32,18,70,48,42,3,35,18,50,27,43,0,10,16,26,13,6,39,52,18,0,15,21,18,18,11,29,67,35,9,86,74,38,69,37,6,5,1,ML Engineer
Pooja Y. Sharma,AI,1,6.6,69,78,86,23,17,70,58,19,28,18,26,42,32,32,22,26,16,9,17,30,23,43,27,14,6,4,1,20,15,13,58,69,10,66,25,55,61,26,1,7,0,ML Engineer
Sachin B. Nandi,Mechanical,2,6.98,79,78,32,77,63,64,59,63,28,38,48,30,14,31,2,0,14,24,11,30,24,30,2,33,14,39,19,24,20,46,1,19,20,43,78,48,69,37,41,4,2,Full Stack Developer
Nithin U. Khan,CSBS,2,6.32,84,66,12,70,63,73,62,57,0,12,38,6,11,19,34,6,0,30,19,16,46,48,12,5,55,30,35,27,9,13,22,18,32,59,59,46,59,44,18,4,0,Full Stack Developer
Riya R. Patel,AI&DS,4,7.21,76,65,55,10,9,78,79,16,11,22,1,13,14,9,35,32,20,23,22,28,25,0,24,40,12,36,35,21,17,30,77,37,22,44,82,62,63,15,42,7,2,ML Engineer
Rohit P. Kulkarni,ECE,1,6.61,87,54,8,19,13,5,15,31,35,76,75,69,32,19,0,23,38,4,5,24,49,29,8,1,39,66,12,29,50,61,63,85,81,50,27,53,34,29,20,2,1,Robotics Engineer
Aditi A. Subramanian,Civil,3,7.3,63,6,15,38,48,50,36,27,16,81,75,53,30,73,68,74,74,79,51,35,74,23,11,35,24,24,26,31,9,10,28,30,28,77,100,27,46,16,19,7,1,Embedded Engineer
Saiya M. Saladi,Data Science,2,7.36,82,45,48,35,12,0,27,28,22,47,24,28,23,11,21,14,54,78,73,47,72,87,79,77,13,21,17,11,0,28,0,44,11,51,63,53,71,42,17,6,1,VLSI Engineer
